173,11702,4,JR山陰本線(益田～下関),サンインホンセン,JR山陰本線(益田～下関),,
174,11703,4,JR伯備線,ハクビセン,JR伯備線,,
175,11704,4,JR因美線,インビセン,JR因美線,,
176,11705,4,JR境線,サカイセン,JR境線,,
177,11706,4,JR木次線,キスキセン,JR木次線,,
178,11707,4,JR三江線,サンコウセン,JR三江線,,
179,11708,4,JR山口線,ヤマグチセン,JR山口線,,
180,11709,4,JR宇野線,ウノセン,JR宇野線,,
181,11710,4,瀬戸大橋線,セトオオハシセン,JR本四備讃線,,
182,11713,4,JR吉備線,キビセン,JR吉備線,,
183,11714,4,JR芸備線,ゲイビセン,JR芸備線,,
184,11715,4,JR津山線,ツヤマセン,JR津山線,,
185,11716,4,JR呉線,クレセン,JR呉線,,
186,11717,4,JR可部線,カベセン,JR可部線,,
187,11720,4,JR福塩線,フクエンセン,JR福塩線,,
188,11721,4,JR宇部線,ウベセン,JR宇部線,,
189,11722,4,JR美祢線,ミネセン,JR美祢線,,
190,11723,4,JR小野田線,オノダセン,JR小野田線,,
191,11724,4,JR岩徳線,ガントクセン,JR岩徳線,,
192,11801,5,JR土讃線,ドサンセン,JR土讃線,,
193,11802,5,JR高徳線,コウトクセン,JR高徳線,,
194,11803,5,よしの川ブルーライン,ヨシノガワブルーライン,JR徳島線,,
195,11804,5,JR牟岐線,ムギセン,JR牟岐線,,
196,11805,5,JR鳴門線,ナルトセン,JR鳴門線,,
197,11806,5,JR予讃線,ヨサンセン,JR予讃線,,
198,11807,5,JR予讃・内子線,ヨサン・ウチコセン,JR予讃・内子線,,
199,11808,5,しまんとグリーンライン,シマントグリーンライン,JR予土線,,
200,11901,4,JR博多南線,ハカタミナミセン,JR博多南線,,
201,11902,6,JR鹿児島本線(下関・門司港～博多),カゴシマホンセン,JR鹿児島本線(下関・門司港～博多),,
202,11903,6,JR鹿児島本線(博多～八代),カゴシマホンセン,JR鹿児島本線(博多～八代),,
203,11904,6,JR鹿児島本線(川内～鹿児島),カゴシマホンセン,JR鹿児島本線(川内～鹿児島),,
204,11905,6,JR長崎本線(鳥栖～長崎),ナガサキホンセン,JR長崎本線(鳥栖～長崎),,
205,11906,6,JR日豊本線(門司港～佐伯),ニッポウホンセン,JR日豊本線(門司港～佐伯),,
206,11907,6,JR日豊本線(佐伯～鹿児島中央),ニッポウホンセン,JR日豊本線(佐伯～鹿児島中央),,
207,11908,6,福北ゆたか線,フクホクユタカセン,JR篠栗線,,
208,11909,6,JR筑肥線(姪浜～西唐津),チクヒセン,JR筑肥線(姪浜～西唐津),,
209,11910,6,若松線,チクホウセン,JR筑豊本線(若松～折尾),,
210,11911,6,福北ゆたか線(折尾～桂川),フクホクユタカセン,JR筑豊本線(折尾～桂川),,
211,11912,6,原田線,ハルダセン,JR筑豊本線(桂川～原田),,
212,11913,6,ゆふ高原線,ユフコウゲンセン,JR久大本線,,
213,11914,6,JR日田彦山線,ヒタヒコサンセン,JR日田彦山線,,
214,11915,6,JR後藤寺線,ゴトウジセン,JR後藤寺線,,
215,11916,6,海の中道線,ウミノナカミチセン,JR香椎線(西戸崎～香椎),,
216,11917,6,JR香椎線(香椎～宇美),カシイセン,JR香椎線(香椎～宇美),,
217,11918,6,JR佐世保線,サセボセン,JR佐世保線,,
218,11920,6,JR筑肥線(西唐津～伊万里),チクヒセン,JR筑肥線(西唐津～伊万里),,
219,11921,6,JR唐津線,カラツセン,JR唐津線,,
220,11922,6,JR大村線,オオムラセン,JR大村線,,
221,11923,6,阿蘇高原線,アソコウゲンセン,JR豊肥本線,,
222,11924,6,JR三角線,サンカクセン,JR三角線,,
223,11925,6,えびの高原線(八代～吉松),エビノハラコウゲンセン,JR肥薩線(八代～吉松),,
224,11926,6,JR肥薩線(吉松～隼人),ヒサツセン,JR肥薩線(吉松～隼人),,
225,11927,6,JR宮崎空港線,ミヤザキクウコウセン,JR宮崎空港線,,
226,11928,6,JR日南線,ニチナンセン,JR日南線,,
227,11929,6,えびの高原線,エビノハラコウゲンセン,JR吉都線,,
228,11930,6,JR指宿枕崎線,イブスキマクラザキセン,JR指宿枕崎線,,
229,21001,11,東武東上線,トウブトウジョウセン,東武東上線,,
230,21002,11,東武伊勢崎線,トウブイセサキセン,東武伊勢崎線,,
231,21003,11,東武日光線,トウブニッコウセン,東武日光線,,
232,21004,11,東武野田線,トウブノダセン,東武野田線,,
233,21005,11,東武亀戸線,トウブカメイドセン,東武亀戸線,,
234,21006,11,東武大師線,トウブダイシセン,東武大師線,,
235,21007,11,東武越生線,トウブオゴセセン,東武越生線,,
236,21008,11,東武宇都宮線,トウブウツノミヤセン,東武宇都宮線,,
237,21009,11,東武鬼怒川線,トウブキドガワセン,東武鬼怒川線,,
238,21010,11,東武佐野線,トウブサノセン,東武佐野線,,
239,21011,11,東武桐生線,トウブキリュウセン,東武桐生線,,
